Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Experience
Nolan Laufenberg,OL,Air Force,76,312,5.34,29.5,,105,7.7,4.77,0,1
Trevor Lawrence,QB,Clemson,77,213,,,,,,,1,2
Alex Leatherwood,OL,Alabama,77,312,4.96,34.5,,118,,,17,2
Richard LeCounte,DB,Georgia,70,196,4.79,32.5,,128,7.44,4.49,169,-1
Riley Lees,WR,Northwestern,71,192,4.47,35,7,119,6.78,4.16,0,-1
Deommodore Lenoir,CB,Oregon,70,199,4.48,34.5,15,121,7.02,4.35,172,2
Walker Little,OT,Stanford,79,313,5.3,29.5,24,111,7.44,4.59,45,2
Jeremiah Littles,DL,South Alabama,72,278,5.15,26,17,98,7.9,4.87,0,-1
Roy Lopez,DL,Arizona,73,304,5.19,31,36,105,7.39,4.51,0,2
Isaiahh Loudermilk,DE,Wisconsin,78,274,5.08,28.5,21,112,7.52,4.55,156,2
Blake Lynch,K,Kansas St.,64,144,,,,,,,0,2
Artayvious Lynn,TE,TCU,76,271,,,,,,,0,-1
Branden Mack,WR,Temple,77,217,4.66,31,11,115,7.13,4.37,0,-1
CJ Marable,RB,Coastal Carolina,66,195,4.59,36,17,116,7.25,4.39,0,0
Jonathan Marshall,DL,Arkansas,75,310,4.88,32,36,114,,,0,2
Ben Mason,TE,Michigan,74,246,4.73,37.5,29,117,6.96,4.42,0,1
Mac McCain,DB,North Carolina A&T,71,186,4.45,35.5,13,123,6.94,4.12,0,-1
Khalil McClain,WR,Troy,74,214,4.7,32,15,114,7.72,4.5,0,-1
Jaylon McClain-Sapp,DB,Marshall,69,183,4.49,41,14,125,7.21,4.46,0,-1
Nick McCloud,CB,Notre Dame,72,193,4.45,34,12,,6.88,4.16,0,2
Sandon McCoy,RB,Army,70,215,4.78,32,18,114,7.47,4.56,0,-1
Greg McCrae,RB,Central Florida,69,182,4.57,37.5,,124,6.89,4.34,0,-1
Tre' McKitty,TE,Georgia,76,247,,,,,,,97,-1
Romeo McKnight,DE,Charlotte,76,252,4.98,38,,118,7.06,4.2,0,-1
Isaiah McKoy,WR,Kent St.,74,200,4.68,29.5,12,114,7.09,4.36,0,0
Racey McMath,WR,LSU,74,217,4.36,34,,124,7.38,4.38,205,2
Joshua McMillon,LB,Alabama,,,,,,,,,0,-1
Zech McPhearson,DB,Texas Tech,70,191,4.48,40.5,14,130,6.88,4,0,2
Evan McPherson,K,Florida,71,185,,,,,,,0,2
Trae Meadows,DB,Western Kentucky,72,183,4.65,29,6,118,7.3,4.39,0,-1
Quinn Meinerz,OL,Wisconsin Whitewater,74,320,4.99,32,,111,7.54,4.58,98,2
Ifeatu Melifonwu,DB,Syracuse,74,205,4.48,41.5,16,134,7.01,4.34,101,2
Jordan Meredith,OL,Western Kentucky,74,302,5.11,32,25,109,7.41,4.62,0,1
Forrest Merrill,DL,Arkansas St.,72,322,5.27,26.5,36,101,8.24,4.81,0,1
Scott Meyer,LS,Vanderbilt,73,237,,,,102,7.54,4.65,0,-1
Davis Mills,QB,Stanford,75,217,4.82,32,,110,6.95,4.4,67,2
Dedrick Mills,RB,Nebraska,69,217,4.65,32.5,13,117,7.06,4.35,0,-1
Dax Milne,WR,BYU,,,4.54,31,14,114,,4.19,258,2
Andre Mintze,LB,Vanderbilt,74,253,4.59,,18,119,,,0,0
Elijah Mitchell,RB,Louisiana,70,201,4.38,37.5,17,128,6.94,4.19,194,-1
Trevon Moehrig,S,TCU,,,4.5,33,,,,4.19,43,2
Elijah Molden,DB,Washington,69,192,4.62,36.5,13,125,,,100,2
Briley Moore,TE,Kansas St.,76,240,4.66,37.5,26,123,7.24,4.37,0,2
Jaylon Moore,OT,West. Michigan,76,311,5.25,30,27,106,7.77,4.67,0,1
David Moore,QB,Central Michigan,72,200,4.86,29.5,,112,7.62,4.75,0,5
Elijah Moore,WR,Mississippi,,,4.35,36,17,121,6.63,4.07,34,2
Rondale Moore,WR,Purdue,67,180,4.28,42.5,,,6.65,4.06,49,2
Quintin Morris,TE,Bowling Green,74,243,4.6,34,22,119,7.12,4.55,0,1
Jimmy Morrissey,OL,Pittsburgh,75,303,5.31,31,26,105,7.39,4.47,230,2
E.J. Muhammad,DB,Nevada,70,184,4.72,31,,116,7.35,4.4,0,-1
Israel Mukuamu,DB,South Carolina,,,,36,34,,,,227,2
Josh Myers,C,Ohio St.,77,310,,,29,,,,62,2
Jonathan Nance,WR,Missouri,,,,,,,,,0,-1
Hamsah Nasirildeen,DB,Florida St.,75,215,,32,17,,7.05,4.31,186,2
Lorenzo Neal,DT,Purdue,,318,5.59,,27,,,,0,16
Ryan Neuzil,OL,Appalachian St.,74,301,5.09,29,30,102,7.41,4.53,0,1
Royce Newman,OL,Mississippi,77,310,5.14,28,23,104,7.91,4.75,0,2
Jamie Newman,QB,Georgia,74,234,,,,,,,0,-1
Dazz Newsome,WR,North Carolina,70,190,4.59,34,12,121,7.38,4.38,221,1
Greg Newsome,DB,Northwestern,72,192,4.39,40,18,123,6.9,4.26,26,-1
Nick Niemann,LB,Iowa,75,234,4.45,33.5,,121,6.67,4.14,0,2
Daviyon Nixon,DT,Iowa,75,313,4.9,28.5,,106,7.68,4.7,158,2
Tre Nixon,WR,Central Florida,72,187,4.44,35.5,18,125,6.81,4.27,242,1
Tre Norwood,DB,Oklahoma,71,192,4.58,33.5,12,123,7.65,4.45,245,2
Antonio Nunn,WR,Buffalo,71,204,4.5,33.5,15,120,7.12,4.32,0,-1
Dayo Odeyingbo,DL,Vanderbilt,77,276,,,,,,,54,2
Nick Oelrich,DB,Florida,72,203,4.68,33.5,13,117,7.28,4.4,0,-1
Amen Ogbongbemiga,LB,Oklahoma St.,72,231,4.66,32,24,112,7.32,4.28,0,2
Adetokunbo Ogundeji,DL,Notre Dame,76,260,4.75,32,22,120,7.17,4.64,182,2
Azeez Ojulari,OLB,Georgia,74,249,4.63,30,26,127,7.27,4.34,50,2
Levi Onwuzurike,DL,Washington,74,290,4.89,30,29,109,,,41,2
Joseph Ossai,LB,Texas,75,256,4.63,41.5,19,131,,,69,2
Jayson Oweh,DE,Penn St.,77,257,4.36,39.5,21,134,6.83,4.21,31,-1
Jeremiah Owusu-Koramoah,LB,Notre Dame,73,221,,36.5,,124,6.8,4.15,52,2
JR Pace,DB,Northwestern,73,205,4.72,35.5,12,120,6.94,4.24,0,-1
AJ Parker,DB,Kansas St.,71,182,4.53,33.5,10,117,7.02,4.37,0,2
Micah Parsons,LB,Penn St.,75,246,4.39,34,19,126,6.89,4.4,12,2
Jarrett Patterson,OL,Notre Dame,66,195,4.52,,,,,,0,-1
Riley Patterson,K,Memphis,70,181,,,,,,,0,2
Jaret Patterson,RB,Buffalo,66,195,4.59,30,19,117,7.03,4.35,0,2
Kwity Paye,DL,Michigan,74,261,4.52,35.3,36,118,,,21,2
Josh Pederson,TE,La-Monroe,76,234,4.81,28.5,19,110,7.31,4.43,0,-1
Ronnie Perkins,DE,Oklahoma,74,253,4.71,32,25,115,,4.69,96,2
Jordyn Peters,DB,Auburn,72,202,4.7,39.5,7,124,7.14,4.47,0,-1
Jaelan Phillips,DL,Miami (FL),77,260,4.56,36,21,125,,,18,2
Whop Philyor,WR,Indiana,69,184,4.57,31,14,120,7.2,4.34,0,-1
Nick Pickett,S,Oregon,72,201,4.65,35.5,18,119,7.4,4.43,0,-1
Jason Pinnock,DB,Pittsburgh,72,204,4.49,39.5,15,128,6.9,4.1,0,2
Kyle Pitts,TE,Florida,77,245,4.44,33.5,22,129,7.12,4.3,4,2
Kyle Poland,LS,West Virginia,73,237,4.97,32.5,12,111,7.47,4.5,0,-1
Elijah Ponder,DT,Cincinnati,73,268,5.06,30,27,101,7.45,4.53,0,0
Cornell Powell,WR,Clemson,72,204,4.53,36.5,16,128,7.03,4.21,181,1
Blake Proehl,WR,East Carolina,73,186,4.47,36,12,126,7,4.06,0,2
Dillon Radunz,OT,North Dakota St.,77,301,5.16,32,24,112,7.27,4.57,53,2
Trey Ragas,RB,Louisiana,70,214,4.6,33.5,23,117,7.19,4.5,0,1
John Raine,TE,Northwestern,73,231,5.05,31,15,107,7.32,4.54,0,1
Peyton Ramsey,QB,Northwestern,73,215,4.77,28,,108,7.28,4.41,0,-1
Hamilcar Rashed,OLB,Oregon St.,74,251,4.58,35.5,25,128,7.51,4.44,0,-1
Jon Rhattigan,LB,Army,72,236,4.77,32,22,111,7.41,4.3,0,2
Monty Rice,LB,Georgia,72,233,4.58,32,,121,7.34,4.33,92,2
Curtis Robinson,LB,Stanford,75,236,4.6,37.5,22,117,7,4.26,0,2
Aaron Robinson,DB,Central Florida,71,186,4.39,37,15,123,6.89,4.29,71,2
Quincy Roche,DL,Miami (FL),,,,32.5,23,119,,,216,2
Robert Rochell,DB,Central Arkansas,71,193,4.41,43,9,133,6.84,4.08,130,2
Amari Rodgers,WR,Clemson,69,212,4.52,33,19,121,7.07,4.31,85,2
Asim Rose,RB,Kentucky,73,215,4.51,34,24,120,7.25,4.62,0,-1
Zach Von Rosenberg,P,LSU,76,235,,,,,,,0,-1
Larry Rountree,RB,Missouri,,,4.62,30,,,6.96,,198,-1
Gregory Rousseau,DL,Miami (FL),78,266,4.68,30,21,115,,,30,2
Dionte Ruffin,DB,Western Kentucky,70,180,4.54,36.5,8,127,7.05,4.27,0,-1
Chris Rumph,DE,Duke,74,244,,,18,,,,118,-1
K.J. Sails,DB,South Florida,70,177,4.67,32.5,9,114,7.08,4.44,0,-1
Teton Saltes,OL,New Mexico,76,300,5.04,30.5,22,105,7.76,4.64,0,0
Cameron Sample,DE,Tulane,74,267,4.72,37,23,116,7.39,4.48,0,2
Foster Sarell,OL,Stanford,78,318,5.54,27,26,97,7.63,4.69,0,1
Mekhi Sargent,RB,Iowa,68,208,4.62,33.5,,114,7.08,4.39,0,2
Thomas Schaffer,DE,Stanford,78,302,,,23,,,,0,-1
Ry Schneider,OL,Oklahoma St.,74,312,5.67,23.5,26,85,8.51,5.37,0,-1
Anthony Schwartz,WR,Auburn,72,186,4.27,32,,123,7.13,4.25,91,2
Jordon Scott,DT,Oregon,72,311,,,23,,,,0,-1
Stevie Scott,RB,Indiana,72,225,4.66,31,18,119,7.14,4.57,0,-1
Trey Sermon,RB,Ohio St.,72,215,4.57,37,,125,6.83,4.28,88,2
Penei Sewell,OL,Oregon,76,331,5.13,28,30,109,7.76,4.68,7,2
Tyler Shelvin,DT,LSU,74,350,5.4,28.5,,97,8.15,5.05,122,2
William Sherman,OL,Colorado,75,304,5.19,26,23,108,7.71,4.82,197,1
Jamien Sherwood,DB,Auburn,73,216,4.76,36,15,123,7.15,4.36,146,2
Jacob Shoemaker,OL,South Alabama,75,319,5.49,24,20,93,8.2,5.02,0,-1
George Silvanic,DT,Air Force,77,286,5.21,29.5,,105,7.5,4.6,0,-1
Antjuan Simmons,LB,Michigan St.,71,218,4.8,,,,,,0,-1
Ben Skowronek,WR,Notre Dame,74,220,,,13,,,,0,2
Rashawn Slater,OL,Northwestern,76,304,4.91,33,33,112,7.48,4.45,13,2
Tedarrell Slaton,DL,Florida,76,330,5.09,29,27,109,7.91,4.81,173,-1
Trystan Slinker,LB,Baylor,70,234,4.84,30.5,20,119,7.59,4.63,0,-1
Shaq Smith,LB,Maryland,74,237,4.79,30,22,110,7.34,4.3,0,-1
D'Ante Smith,OL,East Carolina,77,305,5.29,29,24,113,7.96,4.81,0,2
DAnte Smith,LB,Arizona,77,305,5.29,29,24,113,7.96,4.81,0,-1
Brandon Smith,WR,Iowa,73,218,4.62,39.5,,130,,,0,2
Elerson Smith,DL,Northern Iowa,,,4.71,41.5,26,127,7,4.39,116,2
Jordan Smith,OLB,Ala-Birmingham,77,264,4.8,33,16,117,,,121,2
Zach Smith,QB,Tulsa,75,222,5.23,29.5,,111,7.26,4.52,0,-1
Ihmir Smith-Marsette,WR,Iowa,72,181,4.43,37,,124,7,4.2,157,2
Benjamin St-Juste,DB,Minnesota,75,202,4.51,34.5,11,119,6.63,3.96,74,2
Caden Sterns,DB,Texas,71,202,4.41,42,14,128,6.96,4.13,152,2
Jacoby Stevens,S,LSU,73,212,4.63,42,,130,,,224,0
Marquez Stevenson,WR,Houston,70,180,4.48,33,,122,6.76,4.14,203,2
Rhamondre Stevenson,RB,Oklahoma,71,231,4.64,31.5,15,112,7.09,4.15,120,2
Brad Stewart,DB,Florida,72,195,4.59,33.5,11,126,,4.44,0,-1
Darius Stills,DL,West Virginia,72,278,4.98,32.5,23,110,7.18,4.49,0,-1
Donovan Stiner,DB,Florida,73,205,4.56,34.5,15,127,7.08,4.3,0,0
Eric Stokes,DB,Georgia,72,194,4.31,38.5,14,128,6.96,4.36,29,1
Mason Stokke,FB,Wisconsin,74,242,4.96,30.5,22,112,7.2,4.34,0,-1
Jack Stoll,TE,Nebraska,75,247,4.6,31.5,16,119,6.86,4.32,0,2
Dillon Stoner,WR,Oklahoma St.,72,194,4.51,37,16,123,6.96,4.13,0,2
Eli Stove,WR,Auburn,71,194,4.54,30.5,14,119,7.34,4.4,0,-1
Corey Straughter,CB,La-Monroe,70,184,4.62,35,11,117,7.37,4.58,0,-1
Elijah Sullivan,LB,Kansas St.,72,214,4.69,,13,115,7.12,4.31,0,0
Chazz Surratt,LB,North Carolina,74,229,4.58,31,25,,7.02,4.16,78,2
Sage Surratt,WR,Wake Forest,74,209,4.66,,18,,,4.25,0,0
Patrick Surtain,DB,Alabama,74,208,4.42,39,18,131,,,9,11
Jovan Swann,DL,Indiana,74,291,4.9,30.5,34,109,7.74,4.75,0,-1
Tim Tanner-Blair,OL,Bowling Green,75,288,5.59,21,32,93,8.06,4.95,0,-1
Keith Taylor,DB,Washington,74,187,4.54,33.5,12,127,6.85,4.26,166,8
Tamorrion Terry,WR,Florida St.,74,207,4.44,32.5,15,126,7,4.53,0,-1
Kiondre Thomas,DB,Kansas St.,71,186,4.44,37.5,10,122,6.94,4.35,0,1
Ambry Thomas,DB,Michigan,71,191,4.37,38,15,122,,,102,2
Zac Thomas,QB,Appalachian St.,72,205,4.59,30,,115,7.06,4.28,0,-1
Tyree Thompson,LB,Buffalo,73,229,5,31,18,109,7.87,4.96,0,-1
Kevin Thomson,QB,Washington,72,198,4.75,35.5,21,126,6.98,4.23,0,-1
Tommy Togiai,DT,Ohio St.,73,296,4.97,32,40,105,7.2,4.49,132,2
Jet Toner,K,Stanford,74,204,,,,,,,0,-1
Kadarius Toney,WR,Florida,71,193,4.39,39.5,9,136,6.88,4.25,20,2
Shaka Toney,DE,Penn St.,74,242,4.51,39,24,128,6.95,4.28,246,2
Khyiris Tonga,DL,BYU,,,,,35,,,,250,2
Kyle Trask,QB,Florida,77,236,5.1,31.5,,113,7.08,4.6,64,2
Tommy Tremble,TE,Notre Dame,75,241,4.6,36.5,20,122,,,83,2
Harry Trotter,RB,Kansas St.,68,207,4.63,32.5,22,112,,,0,-1
Joe Tryon,OLB,Washington,77,259,4.69,35,22,116,7.18,4.36,32,-1
Israel Tucker,RB,Louisiana Tech,67,194,4.6,38.5,20,123,7.25,4.52,0,-1
Carl Tucker,TE,Alabama,,,,,,,,,0,0
Ethan Tucky,LB,Cincinnati,73,231,4.62,31.5,21,115,7.08,4.3,0,-1
Jay Tufele,DL,USC,74,305,5,30,30,105,7.8,4.88,106,2
Syrus Tuitele,OL,Fresno St.,77,311,5.21,26,36,94,8.25,4.89,0,-1
Payton Turner,DL,Houston,77,268,,35.5,23,,6.98,4.33,28,2
Christian Tutt,DB,Auburn,70,180,4.73,29.5,,110,7.22,4.25,0,-1
Jaylen Twyman,DL,Pittsburgh,73,301,5.4,32.5,40,104,8,,199,1
Evan Tyler,S,Boise St.,73,199,4.58,33,13,117,7.14,4.32,0,-1
Tyler Vaughns,WR,USC,73,190,4.62,31.5,7,120,7.13,4.36,0,0
Alijah Vera-Tucker,OL,USC,76,308,5.05,32,36,106,7.67,4.7,14,2
Gunnar Vogel,OL,Northwestern,78,306,5.47,26,23,105,7.67,4.92,0,-1
Lamont Wade,S,Penn St.,69,190,4.47,35.5,16,118,7.14,4.34,0,-1
Shaun Wade,CB,Ohio St.,72,196,,,,,,,160,2
Tre Walker,WR,San Jose St.,70,178,4.58,28,,113,7.75,4.47,0,-1
Tylan Wallace,WR,Oklahoma St.,71,194,4.48,33,11,112,6.97,4.25,131,2
Garret Wallow,LB,TCU,,,4.65,32.5,22,122,6.87,4.12,170,2
Ar'Darius Washington,S,TCU,67,178,4.61,37.5,17,127,7.06,4.1,0,2
Jamar Watson,OLB,Kentucky,73,241,4.78,30,19,,7.31,4.58,0,-1
Rashad Weaver,DL,Pittsburgh,76,259,4.88,32,20,114,6.97,4.26,135,2
Mark Webb,DB,Georgia,73,207,4.61,36.5,,136,7.3,4.52,241,2
Connor Wedington,WR,Stanford,72,196,4.47,38.5,13,117,6.66,4.07,0,1
Coby Weiss,K,South Florida,68,155,,,,,,,0,-1
Pro Wells,TE,TCU,,,,,,,,,0,-1
Pete Werner,LB,Ohio St.,74,238,4.58,39.5,20,122,6.95,4.38,60,2
Devon Wharton,DE,Western Kentucky,74,215,5.1,30.5,4,115,8.12,4.7,0,-1
Jarell White,LB,Cincinnati,68,202,4.58,35,22,125,7.21,4.35,0,-1
Brendon White,DB,Rutgers,73,215,4.66,34.5,19,112,6.82,4.33,0,-1
Brady White,QB,Memphis,73,210,4.84,29,,,6.97,4.33,0,-1
Haydon Whitehead,P,Indiana,74,202,,,,,,,0,-1
James Wiggins,S,Cincinnati,71,209,4.4,38,22,127,,,243,2
Rachad Wildgoose,CB,Wisconsin,71,197,4.53,36,11,120,7.09,4.18,213,2
Drew Wiley,DT,Kansas St.,76,294,5.24,34,24,112,7.34,4.45,0,-1
Adam Williams,P,Memphis,76,226,,,,,,,0,-1
Carson Williams,OL,Arkansas St.,76,254,4.79,38,18,115,,,0,-1
Avery Williams,CB,Boise St.,68,187,4.43,33.5,19,121,6.88,4,183,-1
Javonte Williams,RB,North Carolina,69,212,4.55,36,22,123,6.97,4.09,35,2
Marlon Williams,WR,Central Florida,71,209,4.63,33.5,14,119,,4.57,0,-1
Milton Williams,DL,Louisiana Tech,75,284,4.67,38.5,34,121,6.96,4.33,73,-1
Pooka Williams,RB,Kansas,69,170,4.46,31.5,4,118,7.03,4.26,0,-1
Rodarius Williams,CB,Oklahoma St.,71,189,4.5,36.5,14,123,6.98,4.15,201,2
Seth Williams,WR,Auburn,75,211,4.49,37,12,124,7.2,4.43,219,-1
Trill Williams,CB,Syracuse,74,208,,36,20,123,,,0,2
Marco Wilson,CB,Florida,71,191,4.37,43.5,26,136,6.8,4.13,136,2
Marvin Wilson,DT,Florida St.,75,303,5.12,25.5,23,107,7.64,4.91,0,1
Zach Wilson,QB,BYU,74,214,,,,,,,2,2
Brock Wright,TE,Notre Dame,76,257,4.62,31.5,26,118,7.27,4.25,0,2
Nahshon Wright,DB,Oregon St.,76,183,4.46,31,6,126,7.24,4.57,99,2
Kenny Yeboah,TE,Mississippi,75,250,,34,,116,,,0,2
Devonte Young,DB,Iowa,71,195,4.7,32,,118,7.41,4.38,0,-1
Landon Young,OT,Kentucky,78,310,5,30.5,34,108,7.7,4.89,206,2
,,,,,,,,,,,0,-1
Cal Adomitis,LS,Pittsburgh,74,235,4.97,29.5,18,107,7.53,4.62,0,0
Austin Allen,TE,Nebraska,80,253,4.83,34,,121,7,4.26,0,-1
Chase Allen,TE,Iowa St.,78,251,,33.5,,117,7.03,4.43,0,3
Christopher Allen,EDGE,Alabama,76,241,,,,,,,0,0
Tyler Allgeier,RB,BYU,71,224,4.6,33,,120,,,151,0
Troy Andersen,LB,Montana St.,76,243,4.42,36,,128,,,58,0
Tycen Anderson,S,Toledo,74,209,4.36,35.5,,123,6.64,4.28,166,0
Blaise Andries,OG,Minnesota,78,308,5.1,30.5,,106,7.84,4.68,0,-1
Matt Araiza,P,San Diego St.,73,200,4.68,32,,121,,,180,-1
Jalyn Armour-Davis,CB,Alabama,73,197,4.39,34.5,14,,,,119,0
Brian Asamoah,LB,Oklahoma,72,226,4.56,36.5,,124,,,66,0
Calvin Austin,WR,Memphis,68,170,4.32,39,,135,6.65,4.07,138,-1
Tyler Badie,RB,Missouri,68,197,4.45,33.5,,121,,,196,0
Kalon Barnes,CB,Baylor,72,183,4.23,,,,,,242,0
Amar̩ Barno,EDGE,Virginia Tech,77,246,4.36,37,,131,,4.45,189,-1
Darrian Beavers,LB,Cincinnati,76,237,,36.5,,125,6.91,,182,0
Markquese Bell,S,Florida A&M,74,212,4.41,36.5,,123,,4.46,0,0
David Bell,WR,Purdue,73,212,4.65,33,,118,7.14,4.57,99,0
Greg Bell,RB,San Diego St.,71,201,,31,17,120,,,0,7
Daniel Bellinger,TE,San Diego St.,77,253,4.63,34.5,22,125,7.05,4.47,112,0
Dane Belton,S,Iowa,73,205,4.43,36.5,,123,7.01,4.24,114,0
Terrel Bernard,LB,Baylor,73,224,,35.5,22,123,7.03,4.25,89,0
Bubba Bolden,S,Miami,74,209,4.47,,,116,,,0,0
Slade Bolden,WR,Alabama,71,193,4.66,32,,116,,,0,0
Nik Bonitto,EDGE,Oklahoma,75,248,4.54,35.5,,120,7.07,4.23,64,0
Thomas Booker,DT,Stanford,75,301,4.94,,,110,7.33,4.41,150,0
Andrew Booth,CB,Clemson,72,194,,,,,,,42,0
Max Borghi,RB,Washington St.,69,210,,,20,,,,0,-1
Jaquan Brisker,S,Penn St.,73,199,4.49,34.5,22,124,,,48,-1
Gabe Brkic,K,Oklahoma,74,197,,,,,,,0,0
Kennedy Brooks,RB,Oklahoma,71,209,4.59,31,,120,,,0,0
Ben Brown,C,Mississippi,77,312,,,,,,,0,-1
Leddie Brown,RB,West Virginia,72,213,4.64,30,,118,,,0,-1
Montaric Brown,CB,Arkansas,72,196,4.55,,,,,,222,0
Logan Bruss,OG,Wisconsin,77,309,5.32,31,,112,7.57,4.55,104,0
Coby Bryant,CB,Cincinnati,73,193,4.54,,17,,,,109,0
Spencer Burford,OG,Texas-San Antonio,76,304,5.19,27.5,,105,,4.73,134,0
Treylon Burks,WR,Arkansas,74,225,4.55,33,,122,7.28,,18,0
Darien Butler,LB,Arizona St.,70,221,,,,,7.47,,0,0
Matthew Butler,DT,Tennessee,76,297,5,32,17,112,7.89,4.81,175,0
Percy Butler,S,Louisiana,72,194,4.36,31.5,,123,,,113,0
Grant Calcaterra,TE,SMU,76,241,4.62,,20,,,,198,0
Jake Camarda,P,Georgia,73,193,4.56,,,,,,133,0
Chance Campbell,LB,Mississippi,74,232,4.57,39.5,,127,,,219,0
Ja'Tyre Carter,OG,Southern,75,311,5.13,30,,108,7.84,4.9,226,0
Zachary Carter,DE,Florida,76,282,4.99,27.5,19,110,,,95,-1
Tariq Castro-Fields,CB,Penn St.,73,197,4.38,,,,,,221,0
Tykevious Chandler,RB,North Carolina,71,204,4.38,31,,121,,,169,-1
Leo Chenal,LB,Wisconsin,75,250,4.53,40.5,,128,,,103,0
Lewis Cine,S,Georgia,74,199,4.37,36.5,,133,,,32,0
Damone Clark,LB,LSU,75,239,4.57,36.5,,127,7.12,,176,0
Micheal Clemons,DE,Texas A&M,77,263,,,24,116,,,117,0
Jack Coan,QB,Notre Dame,75,218,4.9,33,,115,6.95,4.39,0,-1
Qwynnterrio Cole,S,Louisville,72,206,,,16,,,,0,-1
Snoop Conner,RB,Mississippi,70,222,4.59,29.5,25,118,,,154,0
Bryan Cook,S,Cincinnati,73,206,,,,,,,62,0
James Cook,RB,Georgia,71,199,4.42,33,,124,,,63,0
Jashaun Corbin,RB,Florida St.,71,202,,,,,,,0,0
Yusuf Corker,S,Kentucky,72,203,,,23,,,,0,0
Matt Corral,QB,Mississippi,74,212,,,,,,,94,0
Charles Cross,OT,Mississippi St.,77,307,4.95,26,,112,7.88,4.61,9,-1
Nick Cross,S,Maryland,72,212,4.34,37,,130,,,96,0
Dustin Crum,QB,Kent St.,73,210,4.75,32.5,,120,,4.36,0,-1
Myron Cunningham,OT,Arkansas,77,320,5.38,20,,98,8.5,5.16,0,0
DJ Davidson,DT,Arizona St.,75,327,,28,23,,7.85,4.72,147,0
Jordan Davis,DT,Georgia,78,341,4.78,32,,123,,,13,0
Kalia Davis,DT,Central Florida,73,302,,,,,,,220,0
Tyrion Davis-Price,RB,LSU,72,211,4.48,30,,117,,,93,-1
Nakobe Dean,LB,Georgia,71,229,,,,,,,83,0
Dawson Deaton,C,Texas Tech,78,306,5.12,29,24,108,7.52,4.49,246,0
Austin Deculus,OT,LSU,77,321,5.08,28.5,,109,,4.99,205,0
Cameron Dicker,K,Texas,73,220,,,,,,,0,0
Kellen Diesch,OT,Arizona St.,79,301,4.89,32.5,,110,7.77,4.43,0,0
Dai'Jean Dixon,WR,Nicholls St.,75,205,4.62,34,,125,7.28,4.42,0,0
JoJo Domann,LB,Nebraska,73,228,4.62,34.5,,119,,,0,0
Jahan Dotson,WR,Penn St.,71,178,4.43,36,,121,7.28,,16,0
Romeo Doubs,WR,Nevada,74,201,,,,,,,132,0
Dontario Drummond,WR,Mississippi,73,215,4.65,34,,122,,,0,0
Greg Dulcich,TE,UCLA,76,243,4.69,34,16,122,7.05,4.37,80,0
William Dunkle,OG,San Diego St.,77,328,5.44,26,25,95,7.97,4.91,0,0
Cobie Durant,CB,South Carolina St.,70,180,4.38,,,,,,142,0
Jerrion Ealy,RB,Mississippi,68,189,4.52,34.5,,128,,,0,0
Arnold Ebiketie,EDGE,Penn St.,74,250,,38,21,128,,,38,0
Trestan Ebner,RB,Baylor,71,206,4.43,30,,,,,203,0
Ikem Ekwonu,OT,North Carolina St.,76,310,4.93,29,,108,7.82,4.73,6,0
Kaiir Elam,CB,Florida,74,191,4.39,,,,,,23,0
Kaleb Eleby,QB,Western Michigan,73,208,,25.5,,111,7.57,,0,-1
Noah Elliss,DT,Idaho,76,346,5.66,,,,,,0,0
Martin Emerson,CB,Mississippi St.,74,201,4.53,,,,,,68,0
Kingsley Enagbare,DE,South Carolina,76,258,4.87,36.5,,117,,,179,0
Akayleb Evans,CB,Missouri,74,197,4.46,36,,129,,,118,0
Obinna Eze,OT,TCU,79,321,5.17,27.5,18,104,8.2,5.08,0,0
Joshua Ezeudu,OG,North Carolina,76,308,5.19,28.5,,105,7.83,4.56,67,0
Erik Ezukanma,WR,Texas Tech,74,209,,36.5,,126,,4.38,125,0
Daniel Faalele,OT,Minnesota,80,384,,,24,,,,110,0
Neil Farrell,DT,LSU,76,330,5.41,21.5,,,8.41,,126,0
Jake Ferguson,TE,Wisconsin,77,250,4.81,31.5,15,118,7.03,4.48,129,0
DaMarcus Fields,CB,Texas Tech,72,193,4.48,34.5,,,,,0,0
Cordale Flott,CB,LSU,73,175,,,,,,,81,0
Jerome Ford,RB,Cincinnati,71,210,4.46,31,,118,,,156,0
Jonathan Ford,DT,Miami,77,333,,29,,102,,,234,0
Luke Fortner,C,Kentucky,76,307,5.21,24,,102,7.75,4.95,65,0
Ty Fryfogle,WR,Indiana,73,204,4.53,39,,127,,,0,-1
Ahmad Gardner,CB,Cincinnati,75,190,4.41,,,,,,4,-1
Haskell Garrett,DT,Ohio St.,74,300,5.07,24,,,,,0,-1
Jeremiah Gemmel,LB,North Carolina,73,226,,,,,,,0,-1
Trenton Gill,P,North Carolina St.,76,220,,,,,,,255,0
Luke Goedeke,OG,Central Michigan,77,312,,,26,,,,57,0
Mario Goodrich,CB,Clemson,72,176,4.52,,,,,,0,0
Tyler Goodson,RB,Iowa,69,197,4.42,36.5,,123,,,0,0
Kyler Gordon,CB,Washington,72,194,4.52,,,,,,39,0
Isaiah Graham-Mobley,LB,Boston Col.,73,230,4.63,34.5,,124,,,0,0
Danny Gray,WR,SMU,72,186,4.33,34,,126,,,105,0
